Due Date,Pick Date,Scheduler,WOB#,Customer,Finish,Notes to  Warehouse,Lines,Total Quantity,SQM Unscheduled,SQM Released,SQM In Process,SQM Closed
7/8/2025,4/8/2025,N-ESKP,WOB06460,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-2266M Surfmist Matt *,- None -,35,95,0,131.98,0,0
7/8/2025,4/8/2025,N-ESKP,WOB06461,C00214 NORWEST GLASS AND ALUMINIUM,NV | 272-19319 Black Matt,- None -,4,74,0,140.72,0,0
7/8/2025,4/8/2025,N-ESKP,WOB06462,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-2266M Surfmist Matt *,- None -,43,105,0,121.02,41.9,0
7/8/2025,4/8/2025,N-ESKP,WOB06463,C00821 SOUTHERN STAR WINDOWS (NSW) PTY LTD,NV | GL229A Monument Matt,- None -,2,5,0,3.28,0,0
7/8/2025,4/8/2025,N-ESKP,WOB06464,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-81880 Classic Pearl White Gloss,- None -,2,3,0,4.07,0,0
7/8/2025,4/8/2025,N-ESKP,WOB06470,C00333 WATTS GLASS PTY LTD,NV | 90Z-9202M Zeus Black Matt,- None -,1,1,0,2.2,0,0
6/8/2025,10/7/2025,N-ESKP,WOB05725,C01053 CLEAN SCREENS,N | Universal Light Bronze (T37) - 25um -Bulk,UNIVERSAL,5,109,0,0,0,98.73
6/8/2025,18/7/2025,V-KYSB,WOB06029,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-9067S Monument Satin,ALLEGION STOCK ORDER,2,40,0,0,0,14.25
6/8/2025,23/7/2025,W-HOPV,WOB06137,C02621 ROCKINGHAM GLASS (READS WEST COAST),W | GL249A VIVICA STORM FRONT MATT,PACK IN BUNDLES,1,2,0,0,0,1.75
6/8/2025,23/7/2025,W-HOPV,WOB06142,C02765 INDUSTRIAL GLASS AND ALUMINIUM,W | GA078A PEARL WHITE GLOSS,PACK IN BUNDLES,2,6,0,0,0,5.2
6/8/2025,23/7/2025,W-HOPV,WOB06166,C01679 WELLARD GLASS,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),PACK  IN  BUNDLES,7,15,0,0,0,15.24
6/8/2025,24/7/2025,W-HOPV,WOB06180,- None -,W | 27281880 CLASSIC PEARL WHITE,**Darley stock** please pack in bundles,1,12,0,0,42.2,0
6/8/2025,28/7/2025,Q-YTLA,WOB06283,C02629 ROMA GLASS & ALUMINIUM,Q | 272-84365 Primrose Gloss,- None -,2,7,0,0,8.9,0
6/8/2025,28/7/2025,V-KYSB,WOB06288,C01339 KRUEGER PROJECTS PTY LTD,NV | 272-1139S White Satin,CPO 00017261,1,12,0,8.77,0,0
6/8/2025,29/7/2025,V-KYSB,WOB06305,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 90Z-8189M Zeus Monument Matt,CPO: 1373 + HARDWARE,14,16,0,0,0,32.63
6/8/2025,29/7/2025,V-KYSB,WOB06307,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 260-9067S Monument Satin *,CPO 30948,7,12,0,23.49,0,0
6/8/2025,29/7/2025,V-KYSB,WOB06308,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 90Z-8189M Zeus Monument Matt,CPO: 1373 B/O,1,1,0,0,0,2.03
6/8/2025,29/7/2025,V-KYSB,WOB06313,C02447 ALCON WINDOWS PTY LTD,NV | 272-2266M Surfmist Matt *,CPO-RFQ - 11 Howitt St,33,69,0,0,0,207.63
6/8/2025,29/7/2025,V-KYSB,WOB06314,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-7865S Basalt Satin *,CPO-1372,14,15,0,0,30.88,0
6/8/2025,29/7/2025,V-KYSB,WOB06320,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,V | Customers Own Powder,CPO-ST29.07.2025 PC (GN357A # Aludec Black),5,18,0,0,0,13.03
6/8/2025,29/7/2025,V-KYSB,WOB06327,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | 906-2221F Electro Gold Pearl *,CPO: A2394,2,6,0,0,12.43,0
6/8/2025,29/7/2025,V-KYSB,WOB06328,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | MW201T Bright Silver Matt *,CPO: A2394 BRIGHT SILVER,2,2,0,0,4.14,0
6/8/2025,29/7/2025,V-KYSB,WOB06330,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | 90Z-1341S Appliance White Satin,CPO: A2394 APPLIANCE WHITE SATIN,2,4,0,0,8.28,0
6/8/2025,30/7/2025,V-KYSB,WOB06337,C01297 ALL SCREENS GIPPSLAND (DOUBLE JAY (VIC) P/L T/AS),NV | 272-2266M Surfmist Matt *,CPO - 6388,2,5,0,0,5.97,0
6/8/2025,30/7/2025,V-KYSB,WOB06345,C01632 OPTIMA WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,CPO: 30072025 MH - OPTIMA - HARDWARE & MILL FINISH TO GO WITH ORDER *** PACK WELL FOR COUNTRY ***,8,57,0,124.21,0,3.7
6/8/2025,30/7/2025,V-KYSB,WOB06353,C01297 ALL SCREENS GIPPSLAND (DOUBLE JAY (VIC) P/L T/AS),NV | GP105A Woodland Grey Satin,CPO - 6393,7,7,0,0,10.16,0
6/8/2025,30/7/2025,V-KYSB,WOB06358,C01297 ALL SCREENS GIPPSLAND (DOUBLE JAY (VIC) P/L T/AS),NV | 272-9067S Monument Satin,CPO-6384 (PLS release the WOB on Wed),17,26,0,0,38.39,16.48
6/8/2025,31/7/2025,N-ESKP,WOB06401,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,PLZ PACK BY 6/08,1,1,0,0,2.85,0
6/8/2025,1/8/2025,N-ESKP,WOB05716,C00214 NORWEST GLASS AND ALUMINIUM,NV | 272-19319 Black Matt,- None -,4,61,0,0,0,111.82
6/8/2025,1/8/2025,N-ESKP,WOB05717,C00214 NORWEST GLASS AND ALUMINIUM,NV | 272-19319 Black Matt,B/O,1,7,0,0,0,15.56
6/8/2025,1/8/2025,N-ESKP,WOB06341,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | 272-36672 Notre Dame Gloss,- None -,1,1,0,1.49,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06346,C03228 TRAVIS MCKENZIE,NV | 260-7556M Ironstone Matt,- None -,11,30,0,76.5,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06356,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,- None -,1,10,0,14.3,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06360,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,- None -,1,8,0,11.44,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06363,C00221 DOOLANS GROUP PTY LTD,NV | 272-7866S Wallaby Satin *,- None -,2,2,0,1.96,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06378,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-19319 Black Matt,- None -,2,2,0,3.47,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06392,- None -,NV | 272-19319 Black Matt,STOCK,1,4,0,9.44,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06395,C00536 MAGIC GLASS P/L,NV | 91T-3059M Eternity Matt Champagne Kinetic Matt *1,*WARRANTY*,2,8,0,6.86,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06396,C00333 WATTS GLASS PTY LTD,NV | 90C-7673F Charisma Dune Flat,*WARRANTY*,5,24,0,46.16,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06397,C00333 WATTS GLASS PTY LTD,NV | 906-8183K Electro Medium Bronze Flat *,*WARRANTY*,28,154,0,128.08,191.91,0
6/8/2025,1/8/2025,N-ESKP,WOB06403,C00579 SOUTH WEST ALUMINIUM PTY LTD,NV | 272-9067S Monument Satin,- None -,1,1,0,1,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06407,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-3174M Paperbark Matt,- None -,7,8,0,8.27,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06416,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,5,6,0,14.07,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06420,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GJ203A Deep Ocean Matt,- None -,8,9,0,19.5,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06426,C00533 FEEL SAFE SOLUTIONS( JOHN MANACHIAN ),NV | GY235A Anodic Natural Matt *,- None -,4,9,0,9.26,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06427,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,20,0,14.39,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06434,C00579 SOUTH WEST ALUMINIUM PTY LTD,NV | 272-9067S Monument Satin,- None -,3,5,0,13.22,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06445,C00235 DGB COMMERCIAL GLAZING PTY LTD,NV | GW003K Mercury Silver Gloss *2.5,- None -,2,4,0,13.99,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06447,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-7558M Dune Matt,- None -,43,120,0,172.39,0,0
6/8/2025,1/8/2025,N-ESKP,WOB06448,C00498 R & D GLASS HOLDINGS PTY LTD,NV | 272-9067S Monument Satin,- None -,9,11,0,22.17,0,0
6/8/2025,1/8/2025,W-HOPV,WOB06429,C02970 ARC GLASS & ALUMINIUM,W | GL229A MONUMENT(R) MATT,EXPRESS POWDERCOATING,6,24,0,0,13.8,0
6/8/2025,4/8/2025,N-ESKP,WOB06465,C00393 MAKE WINDOWS & DOORS PTY LTD,NV | GD042A Rivergum Gloss,PLZ PACK BY 6/08,2,2,0,4.06,0,0
6/8/2025,4/8/2025,N-ESKP,WOB06467,C00393 MAKE WINDOWS & DOORS PTY LTD,NV | 272-9066M Monument Matt,PLZ PACK BY 6/08,1,1,0,3.52,0,0
5/8/2025,1/7/2025,W-HOPV,WOB05454,C03506 HEATSEAL PTY LTD,W | WOODLOOK RANGE,WOODGRAIN IRON BARK,11,39,0,0,42.37,0
5/8/2025,18/7/2025,V-KYSB,WOB06038,C02959 D C WINDOWS & DOORS,NV | 272-9067S Monument Satin,CPO-BO of original order,2,5,0,7.49,0,0
5/8/2025,22/7/2025,V-KYSB,WOB06084,C02165 TARANTO GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO: 39365 B/O,1,3,0,0,1.51,0
5/8/2025,22/7/2025,W-HOPV,WOB06090,C02876 WAIKIKI GLASS,W | 27251275 ANOTEC DARK GREY MATT,PACK IN BUNDLES,5,5,0,0,0,8.32
5/8/2025,22/7/2025,W-HOPV,WOB06093,- None -,W | Clear Anodised - 15um,**Darley stock** please pack in bundles,1,25,0,0,27.15,0
5/8/2025,22/7/2025,W-HOPV,WOB06104,C01340 COMMERCIAL GLASS & ALUMINIUM WA PTY LTD,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),- None -,8,68,0,0,0,221.27
5/8/2025,22/7/2025,W-HOPV,WOB06108,- None -,W | GY114A ANODIC BRONZE SATIN,**Darley stock** please pack in bundles,1,20,0,0,0,19.5
5/8/2025,22/7/2025,W-HOPV,WOB06109,- None -,W | 27251275 ANOTEC DARK GREY MATT,**Darley stock** please pack in bundles,1,20,0,0,18.4,0
5/8/2025,22/7/2025,W-HOPV,WOB06110,- None -,W | GL213A ANODIC DARK GREY MATT,**Darley stock** please pack in bundles,1,91,0,0,95.14,0
5/8/2025,22/7/2025,W-HOPV,WOB06112,- None -,W | GW215A METALLIC LUSTRE (CHARCOAL LUSTRE),**Darley stock** please pack in bundles,1,40,0,0,0,19.95
5/8/2025,22/7/2025,W-HOPV,WOB06113,- None -,W | 2729066M MONUMENT MATT,**Darley stock** please pack in bundles and please don't mix sections,8,180,0,0,208.47,0
5/8/2025,22/7/2025,W-HOPV,WOB06117,- None -,W | 27219268 BLACK SATIN (NIGHT SKY),**Darley stock** please pack in bundles,1,4,0,0,10.71,0
5/8/2025,22/7/2025,W-HOPV,WOB06119,- None -,W | 2722266M SURFMIST MATT (BOND OFFWHITE),**Darley stock** please pack in bundles and please don't mix sections,6,116,0,0,124.76,0
5/8/2025,23/7/2025,V-KYSB,WOB06127,C02165 TARANTO GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO: 39415,10,10,0,0,0,15.22
5/8/2025,24/7/2025,V-KYSB,WOB06171,C02165 TARANTO GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO: 39408 B/O,1,2,0,2.48,0,0
5/8/2025,24/7/2025,V-KYSB,WOB06172,C02843 MELBOURNE CITY GLAZING  ( PAVICQOSE PTY LTD T/AS),NV | 272-2266M Surfmist Matt *,CPO-BO of original order,1,1,0,1.24,0,0
5/8/2025,24/7/2025,V-KYSB,WOB06184,C02165 TARANTO GLASS PTY LTD,NV | 272-84657 New Hammersly Brown Satin,CPO 39357,10,11,0,0,0,15.05
5/8/2025,24/7/2025,V-KYSB,WOB06187,C02165 TARANTO GLASS PTY LTD,NV | 272-9067S Monument Satin,CPO 39422,8,41,0,0,0,99.53
5/8/2025,24/7/2025,V-KYSB,WOB06195,C02165 TARANTO GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO 39431,14,35,0,0,0,50.24
5/8/2025,28/7/2025,V-KYSB,WOB06260,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-3088S Paperbark Satin,CPO 1366,26,30,0,0,0,47.62
5/8/2025,28/7/2025,V-KYSB,WOB06265,C02089 HUAXIN DOORS & WINDOWS  (YAOHUA KE T/AS ),NV | 272-84365 Primrose Gloss,CPO-PH28/07,2,2,0,0,0,3.91
5/8/2025,28/7/2025,V-KYSB,WOB06268,C02346 GLASSITECTURE ( HALEY GROUP PTY LTD T/AS),NV | 272-19268 Black Satin (Night Sky),CPO - MERNDA DOORS,9,55,0,0,0,91.71
5/8/2025,28/7/2025,V-KYSB,WOB06276,C02089 HUAXIN DOORS & WINDOWS  (YAOHUA KE T/AS ),NV | 272-19268 Black Satin (Night Sky),CPO-PH28/07,2,2,0,0,5.45,0
5/8/2025,28/7/2025,V-KYSB,WOB06292,C02165 TARANTO GLASS PTY LTD,NV | 272-84657 New Hammersly Brown Satin,CPO: 39446,4,4,0,0,0,4.97
5/8/2025,29/7/2025,V-KYSB,WOB06312,C03016 SEA BREEZE SCREENS(DKCJ PTY LTD TRADING AS),NV | YN21BA Precis Black Ink Flat,CPO - BLACK INK,3,209,0,0,107.63,0
5/8/2025,30/7/2025,Q-YTLA,WOB06338,- None -,Q | 272-19319 Black Matt ( Night Sky),- None -,1,10,0,0,20.09,0
5/8/2025,30/7/2025,V-KYSB,WOB06342,C02165 TARANTO GLASS PTY LTD,NV | 272-7255S Woodland Grey Satin,CPO - 39479,1,1,0,0,.4,0
5/8/2025,30/7/2025,V-KYSB,WOB06380,- None -,NV | 272-5125S Deep Ocean Satin *1,BO # Darley Stock,1,4,0,0,6.05,0
5/8/2025,31/7/2025,N-ESKP,WOB06128,C03510 ABSA BUILDING SOLUTIONS PTY LTD,NV | 91T-7765S Eternity Titanium Pearl *1.5,*WARRANTY*,1,3,0,3.69,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06258,C00533 FEEL SAFE SOLUTIONS( JOHN MANACHIAN ),NV | GL329A Txtura Monument Texture,- None -,1,20,0,10,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06273,C00393 MAKE WINDOWS & DOORS PTY LTD,NV | GD042A Rivergum Gloss,- None -,4,4,0,9.38,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06291,C00541 AUSTYLE WINDOWS AND DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,3,3,0,8.45,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06298,C00982 MAROUMBA GLASS AND ALUMINIUM,NV | 272-5125S Deep Ocean Satin *1,- None -,14,24,0,30.43,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06300,C00230 LECO ALUMINIUM (LE ALUMINIUM PTY LTD T/A),NV | 91T-8356S Eternity Bronze Pearl Kinetic Satin,*WARRANTY*,21,47,0,67.96,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06304,C00230 LECO ALUMINIUM (LE ALUMINIUM PTY LTD T/A),NV | 91T-8356S Eternity Bronze Pearl Kinetic Satin,*WARRANTY*,1,3,0,4.44,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06310,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,1,0,1.99,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06322,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-7559M Windspray Matt,- None -,1,4,0,2.7,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06325,C00849 ALUMINIUM DOORS AND WINDOWS 1,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,1,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06326,C01923 GARDEN CITY GRILLES & DOORS,Q | ANY COLOUR,20T-7723F PRO-TEXTURE BASALT FLAT - QLD,2,13,0,12.66,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06329,C00235 DGB COMMERCIAL GLAZING PTY LTD,NV | GW003K Mercury Silver Gloss *2.5,- None -,6,33,0,66.19,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06331,C00507 ALUMINIUM PARTITION SYSTEMS,NV | 272-81880 Classic Pearl White Gloss,APS-TJ390CWMF28 X 102,1,102,0,0,0,81.6
5/8/2025,31/7/2025,N-ESKP,WOB06333,C00270 JF ALUMINIUM,NV | 272-81880 Classic Pearl White Gloss,- None -,10,13,0,19.01,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06334,C00507 ALUMINIUM PARTITION SYSTEMS,NV | 272-81880 Classic Pearl White Gloss,- None -,1,102,0,159.36,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06335,C01189 CASH SALES NSW ****,NV | GA236A Surfmist Matt,- None -,1,55,0,57.2,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06343,C00972 WATERS AUTOMATIC DOORS,NV | 272-7197M Woodland Grey Matt,- None -,4,26,0,54.29,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06344,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-9066M Monument Matt,- None -,5,8,0,9.94,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06347,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,1,2,0,.8,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06352,C00270 JF ALUMINIUM,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,1.37,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06361,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,3,9,0,14.39,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06366,C00849 ALUMINIUM DOORS AND WINDOWS 1,NV | 272-32786 Apo Grey Satin,- None -,13,45,0,88.95,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06379,C00572 IRON GATE PTY LTD,NV | GL229A Monument Matt,- None -,14,15,0,27.45,0,0
5/8/2025,31/7/2025,N-ESKP,WOB06402,C01189 CASH SALES NSW ****,NV | 272-81880 Classic Pearl White Gloss,- None -,1,11,0,8.04,0,0
5/8/2025,31/7/2025,V-KYSB,WOB06405,C02843 MELBOURNE CITY GLAZING  ( PAVICQOSE PTY LTD T/AS),NV | 272-2266M Surfmist Matt *,CPO-Replacement (As Matt has been check the damaged stock during visited the customer),3,4,0,16.14,0,0
5/8/2025,1/8/2025,N-ESKP,WOB06425,C00333 WATTS GLASS PTY LTD,NV | 90Z-9202M Zeus Black Matt,PLZ PACK BY 5/08,2,5,0,0,8.15,0
5/8/2025,1/8/2025,N-ESKP,WOB06435,C00213 BAYVIEW ENTERPRISE,NV | 90C-1200F Charisma Flat White Flat,*WARRANTY* - PLZ PACK BY 5/08,1,7,0,18.52,0,0
5/8/2025,1/8/2025,N-ESKP,WOB06442,C03416 STAFF ACCOUNT - SIMON LU **ONLY**,NV | 272-32786 Apo Grey Satin,- None -,1,36,0,28.8,0,0
5/8/2025,1/8/2025,V-KYSB,WOB06428,C02072 PROGLAZED WINDOWS & DOORS PTY LTD,NV | 272-9067S Monument Satin,CPO REP 220-222 PASCOE VALE CHILDCARE LORDENVELLA,1,1,0,2.69,0,0
4/8/2025,21/7/2025,N-ESKP,WOB06033,- None -,N | Universal Clear - 15um - Bulk,UNIVERSAL - STOCK,3,7,0,0,16.12,0
4/8/2025,21/7/2025,V-KYSB,WOB06057,C03266 VELOCE DOORS & WINDOWS,NV | 272-81880 Classic Pearl White Gloss,CPO - HOLOHAN0716 BO,3,25,0,25.23,0,0
4/8/2025,21/7/2025,W-HOPV,WOB06049,C02048 DOOR STOP,W | GL213A ANODIC DARK GREY MATT,PACK IN BUNDLES,7,9,0,0,0,15.81
4/8/2025,21/7/2025,W-HOPV,WOB06054,C02400 NORWEST GLASS AND SCREENS,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),"PLEASE INTERLEAVE, PACK IN BUNDLES",6,13,0,0,0,14.11
4/8/2025,21/7/2025,W-HOPV,WOB06059,C02006 HILTON GLASS AND ALUMINIUM,W | 2722095S CLASSIC CREAM SATIN (SMOOTH CREAM),PACK IN BUNDLES,8,10,0,0,0,16.03
4/8/2025,21/7/2025,W-HOPV,WOB06063,C01912 S & J GLASS,W | GL284A SHALE GREY(R) MATT (GULL GREY),PACK  IN  BUNDLES / PLEASE INTERLEAVE,4,9,0,0,0,8.3
4/8/2025,21/7/2025,W-HOPV,WOB06074,C01957 DIONYSUS PL DURDIN O'DWYER FAMILY TRUST T/A CLASSIC SECURITY,W | 90Z7315S ZEUS TIMBERLAND SATIN,- None -,1,1,0,0,0,.91
4/8/2025,24/7/2025,Q-YTLA,WOB06167,- None -,Q | 272-84365 Primrose Gloss,- None -,2,10,0,0,12.74,0
4/8/2025,25/7/2025,V-KYSB,WOB06207,C03429 PROGLAZED WINDOWS & DOORS T/AS THE TRUSTEE FOR PROGLAZED AU TRUST,NV | 90Z-7766S Zeus Charcoal Satin,CPO-BO of original order,1,9,0,11.17,0,0
4/8/2025,28/7/2025,V-KYSB,WOB06254,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-7865S Basalt Satin *,CPO 1365,1,40,0,0,22.68,0
4/8/2025,28/7/2025,V-KYSB,WOB06256,C02379 HBJ WINDOWS ( WEIJUN LIU TRADING AS),NV | 272-9067S Monument Satin,CPO - JACK 2507,10,42,0,0,76.79,4.43
4/8/2025,28/7/2025,V-KYSB,WOB06257,C02379 HBJ WINDOWS ( WEIJUN LIU TRADING AS),NV | 272-9067S Monument Satin,CPO - JACK 2507 BO,1,3,0,4.43,0,0
4/8/2025,28/7/2025,V-KYSB,WOB06259,C02513 ULTRAFIX PTY LTD,NV | 272-6474S Pale EucalyptÂ® Satin,CPO - 13929,1,14,0,0,6.02,0
4/8/2025,28/7/2025,V-KYSB,WOB06261,C03418 THE TRUSTEE FOR THE KAHL FAMILY TRST T/AS GLASS IMPRESSIONS ALUMINIUM & GLASS,NV | 90C-9116F Charisma  Black Ace Flat,CPO - BURNSIDE SPA,8,22,0,0,0,48.72
4/8/2025,28/7/2025,V-KYSB,WOB06263,C02513 ULTRAFIX PTY LTD,NV | 90Z-1344S Zeus Talc Satin,CPO 13930,1,24,0,0,10.32,0
4/8/2025,28/7/2025,V-KYSB,WOB06275,C02849 RENMA WINDOWS & DOORS (ALABAMA INDUSTRIES PTY LTD TRADING AS,NV | 272-19319 Black Matt,CPO - PANDUKA 250725,3,11,0,0,14.11,0
4/8/2025,28/7/2025,V-KYSB,WOB06286,C03415 THE DOOR REPAIRMAN (FRY'S) PTY LTD,NV | 272-3088S Paperbark Satin,CPO: PAPERBARK SATIN,4,4,0,0,0,11.24
4/8/2025,28/7/2025,W-HOPV,WOB06303,C01340 COMMERCIAL GLASS & ALUMINIUM WA PTY LTD,W | GY235A ANODIC NATURAL MATT (SILVER LUSTRE),EXPRESS Paint order,2,17,0,0,79.05,0
4/8/2025,29/7/2025,W-HOPV,WOB06319,C02970 ARC GLASS & ALUMINIUM,W | GD188A DOESKIN SATIN,EXPRESS // PACK IN BUNDLES,19,28,0,0,0,47.69
4/8/2025,30/7/2025,N-ESKP,WOB06149,C00393 MAKE WINDOWS & DOORS PTY LTD,NV | 90Z-8189M Zeus Monument Matt,*WARRANTY*,2,93,0,118.54,0,0
4/8/2025,30/7/2025,N-ESKP,WOB06159,C00679 DOORS PLUS TRADING PTY LTD (NOBLE DOORS),NV | GP105A Woodland Grey Satin,- None -,4,8,0,0,9.19,0
4/8/2025,30/7/2025,N-ESKP,WOB06178,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 91T-8115M Eternity Gunmetal Kinetic Pearl Matt *1,*WARRANTY*,1,4,0,2.6,0,0
4/8/2025,30/7/2025,N-ESKP,WOB06203,C00636 MONTAGUE GLASS HOUSE PTY LTD,NV | 272-1114G Pearl White Gloss (Blue Tone),- None -,7,18,0,0,34.96,0
4/8/2025,30/7/2025,N-ESKP,WOB06224,C01189 CASH SALES NSW ****,NV | GL229A Monument Matt,- None -,1,4,0,0,4.08,0
4/8/2025,30/7/2025,N-ESKP,WOB06225,C00914 ALL TIME GLASS & ALUMINIUM,NV | GN305A Txtura Black Texture,- None -,2,12,0,17.49,0,0
4/8/2025,30/7/2025,N-ESKP,WOB06228,C00287 GEMAC BUILDING SERVICES (AMKADI HOLDINGS P/L),NV | 272-83246 Shale Grey Satin,- None -,8,15,0,0,20.96,0
4/8/2025,30/7/2025,N-ESKP,WOB06238,C01189 CASH SALES NSW ****,NV | GP129A Monument Satin,- None -,1,4,0,0,1.12,0
4/8/2025,30/7/2025,N-ESKP,WOB06248,C01189 CASH SALES NSW ****,NV | 272-84365 Primrose Gloss,- None -,12,14,0,0,29.62,0
4/8/2025,30/7/2025,N-ESKP,WOB06262,- None -,NV | CHI-MONMT China Monument Mat,STOCK,1,4,0,0,3.37,0
4/8/2025,30/7/2025,N-ESKP,WOB06266,C00393 MAKE WINDOWS & DOORS PTY LTD,NV | 272-9066M Monument Matt,- None -,10,15,0,0,19.32,0
4/8/2025,30/7/2025,N-ESKP,WOB06267,C00874 PANORAMA GLASS & GLAZING,NV | 272-19319 Black Matt,- None -,7,10,0,21.07,0,0
4/8/2025,30/7/2025,N-ESKP,WOB06279,C03338 DEAN&BROOKE ENTERPRISES PTY LTD T/A SMART SHOPFRONTS,NV | 272-9067S Monument Satin,"Handwrap plz, Ensure to paint weep holes in subsill & subhead",7,25,0,0,46.86,0
4/8/2025,30/7/2025,N-ESKP,WOB06281,C00615 WILACK PTY LTD,NV | GL229A Monument Matt,- None -,6,30,0,0,18.3,0
4/8/2025,30/7/2025,N-ESKP,WOB06282,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL035A Charcoal Gloss,- None -,15,31,0,49.94,0,0
